,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,ReadingScore,WritingScore,MathScore
339,female,group D,some high school,free/reduced,completed,married,sometimes,yes,3,school_bus,05-Oct,55,60,35
340,male,group C,high school,free/reduced,none,married,regularly,yes,1,school_bus,> 10,62,54,61
341,female,group C,,standard,none,married,regularly,yes,0,,05-Oct,74,64,62
342,female,group B,,standard,completed,single,sometimes,yes,1,school_bus,< 5,74,72,66
343,male,group D,associate's degree,standard,completed,single,sometimes,yes,3,private,< 5,70,65,64
344,male,group D,some college,standard,none,,regularly,yes,2,school_bus,< 5,72,67,78
345,female,group C,high school,standard,none,married,sometimes,yes,4,private,05-Oct,80,75,72
346,male,group B,,standard,none,married,sometimes,no,2,school_bus,05-Oct,61,57,62
347,female,group C,bachelor's degree,standard,completed,married,regularly,yes,0,,< 5,93,95,76
349,male,group E,associate's degree,standard,none,divorced,regularly,yes,2,private,> 10,76,79,92
350,female,group B,bachelor's degree,standard,none,married,sometimes,yes,0,private,05-Oct,65,69,52
351,male,group E,some college,standard,none,married,,no,4,school_bus,> 10,57,53,67
352,female,group C,some college,standard,completed,married,sometimes,no,1,school_bus,< 5,76,78,61
353,female,group C,associate's degree,standard,none,married,regularly,no,1,private,< 5,57,57,45
354,female,group C,some college,standard,none,married,never,yes,2,,< 5,68,66,55
355,female,group B,bachelor's degree,standard,none,single,regularly,no,3,school_bus,> 10,74,73,64
356,male,group A,,standard,none,married,sometimes,no,2,private,05-Oct,61,61,63
357,female,group C,some college,free/reduced,completed,married,sometimes,yes,1,private,< 5,65,67,40
359,female,group D,some college,standard,none,divorced,sometimes,no,1,private,< 5,88,87,77
360,female,group B,high school,standard,none,married,never,yes,1,school_bus,05-Oct,61,57,56
361,male,group B,some high school,standard,completed,single,regularly,yes,3,private,05-Oct,85,79,87
362,female,group C,some college,standard,none,single,regularly,no,2,private,05-Oct,58,59,53
363,female,group D,some high school,free/reduced,none,single,sometimes,no,3,school_bus,< 5,33,31,26
364,male,group C,some college,standard,none,divorced,regularly,yes,1,school_bus,05-Oct,60,59,60
365,male,group A,bachelor's degree,free/reduced,completed,married,regularly,no,2,private,> 10,59,62,51
366,male,group C,high school,standard,completed,married,sometimes,yes,2,,05-Oct,58,53,69
367,male,group C,bachelor's degree,free/reduced,none,married,regularly,,3,private,> 10,67,63,64
368,female,group A,some high school,free/reduced,none,single,sometimes,yes,2,private,05-Oct,64,58,44
369,female,group D,some high school,standard,none,single,regularly,yes,5,school_bus,05-Oct,83,84,71
370,male,group E,some college,standard,none,married,regularly,yes,3,private,05-Oct,78,72,86
371,female,group C,some college,free/reduced,completed,single,sometimes,no,4,school_bus,05-Oct,73,70,45
372,male,group D,some high school,standard,none,single,sometimes,yes,0,private,> 10,75,73,76
373,female,group D,some college,standard,completed,married,sometimes,yes,1,private,> 10,98,97,84
374,female,group D,bachelor's degree,standard,none,married,sometimes,yes,0,,> 10,71,74,60
376,female,group D,some high school,standard,none,single,sometimes,no,2,school_bus,> 10,91,83,82
377,female,group D,master's degree,free/reduced,completed,single,sometimes,yes,,private,05-Oct,95,100,85
378,female,group A,some high school,standard,none,single,sometimes,no,1,private,> 10,84,78,73
379,male,group A,bachelor's degree,standard,none,married,regularly,yes,1,private,05-Oct,64,63,67
380,female,group B,associate's degree,standard,none,single,sometimes,yes,1,school_bus,05-Oct,86,83,80
381,male,group C,associate's degree,standard,completed,divorced,sometimes,yes,0,private,< 5,98,93,84
382,male,group C,master's degree,free/reduced,none,married,sometimes,no,2,,05-Oct,82,73,79
383,female,group E,some high school,free/reduced,none,divorced,regularly,yes,3,private,> 10,50,47,40
384,female,group A,some high school,free/reduced,none,divorced,never,no,5,private,05-Oct,41,40,35
385,female,group E,some college,standard,none,divorced,regularly,yes,2,private,05-Oct,77,76,69
386,female,group E,bachelor's degree,standard,none,single,sometimes,yes,0,school_bus,< 5,71,68,62
387,female,group C,,free/reduced,none,widowed,regularly,yes,4,school_bus,05-Oct,79,68,58
388,female,group D,high school,standard,none,single,sometimes,yes,3,private,05-Oct,64,64,62
389,male,group D,master's degree,standard,none,married,sometimes,no,1,school_bus,< 5,70,75,71
390,male,group E,some high school,free/reduced,completed,single,regularly,yes,0,private,05-Oct,68,60,75
391,female,group D,some college,standard,none,single,sometimes,no,3,private,< 5,66,75,74
392,male,group E,some college,standard,none,married,sometimes,yes,3,school_bus,> 10,68,68,78
393,male,group C,associate's degree,standard,completed,divorced,regularly,yes,4,private,> 10,55,58,60
394,female,group C,some high school,standard,completed,single,sometimes,no,,school_bus,05-Oct,74,77,65
396,female,group B,high school,free/reduced,none,married,never,no,5,school_bus,05-Oct,65,61,48
398,male,group B,some high school,standard,none,single,regularly,yes,0,school_bus,< 5,62,57,73
399,male,group D,some high school,standard,none,single,never,no,4,private,< 5,57,51,56
400,female,group C,some high school,standard,completed,married,regularly,yes,3,private,05-Oct,54,68,60
401,male,group A,some college,standard,,married,sometimes,no,1,school_bus,,43,43,53
402,female,group A,some college,free/reduced,none,married,regularly,no,2,school_bus,> 10,66,57,51
403,female,group D,high school,standard,completed,single,sometimes,yes,4,private,05-Oct,99,100,88
404,female,group C,high school,standard,none,single,regularly,yes,0,school_bus,05-Oct,59,63,55
405,female,group C,some high school,standard,none,married,regularly,yes,,,< 5,72,68,62
406,male,group B,associate's degree,standard,completed,married,regularly,no,3,school_bus,> 10,66,65,68
407,female,group B,associate's degree,standard,,married,regularly,yes,3,school_bus,05-Oct,81,78,84
408,female,group D,high school,free/reduced,completed,divorced,sometimes,no,2,school_bus,05-Oct,57,56,52
409,male,group D,associate's degree,standard,completed,widowed,never,no,5,school_bus,> 10,83,84,86
410,female,group D,master's degree,standard,completed,,regularly,yes,2,private,05-Oct,73,78,72
411,male,,some college,standard,completed,widowed,regularly,yes,4,school_bus,05-Oct,84,79,86
412,male,group D,associate's degree,standard,none,married,sometimes,yes,3,private,,66,60,71
414,female,group C,,free/reduced,,married,regularly,yes,3,school_bus,05-Oct,73,80,52
415,male,group E,high school,standard,none,single,regularly,no,3,private,05-Oct,74,70,86
416,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,3,private,< 5,72,66,68
417,male,group C,associate's degree,standard,none,married,sometimes,yes,3,,< 5,71,65,71
418,male,group D,some college,standard,none,married,regularly,no,4,private,05-Oct,59,63,70
419,male,group E,high school,free/reduced,completed,married,sometimes,no,3,private,05-Oct,56,54,57
421,female,group D,high school,standard,completed,married,regularly,no,2,,< 5,57,64,56
422,female,group D,master's degree,free/reduced,completed,divorced,never,yes,0,private,> 10,59,68,47
423,female,group A,some high school,standard,completed,married,sometimes,yes,0,,< 5,83,78,57
424,male,,some college,free/reduced,none,married,,no,2,private,05-Oct,39,34,41
425,female,,some college,free/reduced,none,single,sometimes,yes,3,school_bus,< 5,65,60,60
426,male,group C,bachelor's degree,standard,none,married,regularly,yes,2,school_bus,05-Oct,84,88,88
427,male,group C,some high school,free/reduced,none,single,regularly,yes,0,private,05-Oct,72,66,71
428,male,group A,some high school,free/reduced,,single,sometimes,yes,1,private,,59,53,65
429,male,group C,some high school,free/reduced,none,married,sometimes,no,3,school_bus,> 10,63,55,70
430,male,,associate's degree,free/reduced,none,married,sometimes,,1,private,< 5,65,57,62
431,female,group C,high school,standard,none,single,sometimes,yes,3,school_bus,,72,70,61
432,male,group C,high school,standard,none,single,never,yes,4,school_bus,< 5,54,52,57
433,female,group A,some high school,free/reduced,none,divorced,sometimes,no,,school_bus,< 5,58,49,45
434,male,group C,,standard,none,married,sometimes,no,1,,> 10,66,67,75
435,male,,some college,free/reduced,completed,married,sometimes,no,7,private,05-Oct,48,53,50
436,male,group D,associate's degree,standard,none,married,regularly,yes,3,school_bus,05-Oct,69,65,77
437,male,group D,,free/reduced,none,divorced,sometimes,yes,1,private,05-Oct,66,73,75
438,male,group C,high school,standard,,single,regularly,yes,0,school_bus,< 5,55,51,69
439,male,group D,some high school,standard,completed,married,sometimes,,0,school_bus,05-Oct,88,82,89
440,female,group C,,standard,completed,single,regularly,no,1,school_bus,05-Oct,82,80,69
441,female,group D,high school,standard,none,married,sometimes,yes,2,,,81,80,78
442,female,group A,some high school,free/reduced,none,married,sometimes,yes,2,school_bus,05-Oct,73,69,59
443,female,,associate's degree,standard,none,,sometimes,no,1,school_bus,< 5,81,74,70
444,male,group A,some high school,free/reduced,none,married,sometimes,yes,0,school_bus,05-Oct,82,73,79
445,female,group C,some high school,standard,completed,divorced,regularly,,3,,05-Oct,75,78,69
446,male,group D,some college,free/reduced,none,,regularly,yes,1,school_bus,> 10,67,62,73
447,male,group C,high school,standard,completed,single,regularly,yes,2,school_bus,> 10,83,83,91
448,male,group B,high school,standard,none,widowed,regularly,yes,4,school_bus,05-Oct,46,43,48
449,male,group B,associate's degree,standard,none,single,regularly,yes,,school_bus,05-Oct,74,73,83
450,female,group C,some college,free/reduced,completed,divorced,sometimes,yes,3,private,05-Oct,85,85,64
451,female,group E,some college,standard,none,married,sometimes,,5,school_bus,05-Oct,92,97,100
452,female,group C,associate's degree,free/reduced,none,married,regularly,no,1,school_bus,> 10,79,77,68
453,male,group C,some college,free/reduced,none,married,never,yes,3,private,> 10,57,48,64
454,female,group C,associate's degree,free/reduced,none,,regularly,yes,3,private,05-Oct,61,63,54
455,male,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,0,school_bus,05-Oct,56,47,37
456,female,group D,bachelor's degree,standard,none,divorced,sometimes,no,3,school_bus,05-Oct,89,89,79
457,male,group D,associate's degree,free/reduced,none,single,regularly,yes,1,,05-Oct,54,49,54
458,female,group E,bachelor's degree,standard,none,married,regularly,,2,school_bus,,100,100,100
459,male,group B,high school,standard,,married,sometimes,no,4,,05-Oct,65,68,72
460,male,group C,bachelor's degree,free/reduced,none,married,regularly,no,1,private,< 5,57,55,52
461,male,group B,some college,free/reduced,none,married,sometimes,yes,1,school_bus,05-Oct,54,45,54
462,female,group E,some college,standard,none,divorced,never,no,1,private,05-Oct,68,74,68
463,female,group C,some college,free/reduced,none,widowed,sometimes,yes,4,school_bus,05-Oct,90,91,77
464,male,group A,bachelor's degree,standard,completed,divorced,sometimes,yes,,private,05-Oct,58,62,75
465,female,group C,some college,standard,none,married,sometimes,no,4,,05-Oct,87,91,84
466,female,group D,associate's degree,free/reduced,none,divorced,sometimes,no,1,school_bus,> 10,31,38,26
467,male,group A,high school,free/reduced,completed,married,regularly,no,7,school_bus,> 10,69,67,76
468,female,group A,high school,free/reduced,completed,single,regularly,yes,3,private,05-Oct,89,87,79
469,male,,some college,standard,none,married,regularly,yes,2,private,05-Oct,75,77,93
470,female,group C,associate's degree,standard,completed,divorced,sometimes,no,1,private,05-Oct,85,90,83
471,female,group C,high school,standard,,married,regularly,yes,0,private,< 5,68,74,62
472,female,group C,associate's degree,standard,completed,married,sometimes,yes,4,school_bus,05-Oct,86,84,68
473,female,group D,some high school,standard,none,married,sometimes,no,5,private,> 10,66,60,57
474,female,group B,associate's degree,standard,,single,sometimes,yes,2,private,05-Oct,90,91,90
475,female,group D,bachelor's degree,standard,completed,,sometimes,yes,3,,> 10,77,84,73
476,male,group E,bachelor's degree,standard,completed,single,sometimes,yes,2,school_bus,05-Oct,62,66,76
477,male,group D,,standard,none,married,sometimes,no,1,school_bus,05-Oct,68,72,80
478,female,group D,master's degree,standard,none,single,never,yes,1,private,05-Oct,64,70,53
479,male,group E,associate's degree,standard,none,single,sometimes,yes,4,school_bus,> 10,72,68,78
480,male,group B,high school,standard,completed,married,sometimes,yes,1,private,05-Oct,71,68,73
481,female,group D,associate's degree,free/reduced,,married,sometimes,yes,3,school_bus,05-Oct,59,56,52
482,male,,some college,free/reduced,none,married,sometimes,yes,2,private,> 10,69,62,70
483,male,group A,high school,standard,none,divorced,sometimes,yes,2,private,05-Oct,52,46,59
484,female,group B,associate's degree,standard,none,single,regularly,no,3,school_bus,< 5,51,54,48
485,male,group C,high school,standard,none,married,sometimes,no,,school_bus,< 5,72,69,67
486,male,group D,some college,free/reduced,none,married,sometimes,yes,3,private,05-Oct,47,56,61
487,female,group C,associate's degree,free/reduced,none,married,sometimes,,4,school_bus,05-Oct,75,74,60
488,male,group B,some high school,standard,completed,divorced,regularly,yes,1,school_bus,05-Oct,53,58,65
489,male,group A,associate's degree,free/reduced,completed,,never,yes,5,school_bus,05-Oct,80,79,76
490,female,group A,associate's degree,free/reduced,none,married,regularly,no,1,school_bus,< 5,84,76,64
491,female,group C,associate's degree,standard,,divorced,sometimes,,0,,05-Oct,64,70,64
492,female,group C,some college,standard,none,married,sometimes,no,1,school_bus,05-Oct,83,90,83
